Competition,Sex,Event,Round,RT,Result,RuleChange
Worlds,Womens,60m Hurdles,1,0.201,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.279,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.298,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.14,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.223,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.278,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.185,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.215,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.139,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.25,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.164,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.169,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.234,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.176,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.249,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.199,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.239,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.19,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.221,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.228,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.251,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.192,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.278,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,3,0.136,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.237,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.237,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.183,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.145,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.208,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.252,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.155,Finalist,2010-2014
Worlds,Womens,60m Hurdles,1,0.172,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.209,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.229,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.122,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.18,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.3,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.147,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.142,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.149,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.23,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.159,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.156,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.129,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.149,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.21,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.138,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.167,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,0.234,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,1,NA,DNS,2010-2014
Worlds,Womens,60m Hurdles,1,0.15,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.243,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.247,Qualified,2010-2014
Worlds,Womens,60m Hurdles,1,0.177,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.154,FastestQualifier,2010-2014
Worlds,Womens,60m Hurdles,1,0.285,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.115,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.165,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.192,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.138,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.171,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.171,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.2,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.171,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.152,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.15,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.15,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.162,Qualified,2010-2014
Worlds,Womens,60m Hurdles,2,0.147,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.222,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.153,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,2,0.131,Eliminated,2010-2014
Worlds,Womens,60m Hurdles,3,0.157,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.156,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.132,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.144,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.15,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.269,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.159,Finalist,2010-2014
Worlds,Womens,60m Hurdles,3,0.173,Finalist,2010-2014
Worlds,Womens,60m Hurdles,1,0.259,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.23,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.151,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.221,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.256,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.173,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.277,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.255,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.187,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.151,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.257,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.233,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.206,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.272,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.133,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.149,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.149,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.181,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.195,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.242,DNF,2004-2009
Worlds,Womens,60m Hurdles,1,0.171,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.184,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.123,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.207,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.134,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.235,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.256,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.192,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.269,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.188,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.13,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.225,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.251,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.212,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.236,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.228,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.16,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.224,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.132,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.218,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.138,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.205,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,NA,DNS,2004-2009
Worlds,Womens,60m Hurdles,3,0.161,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.145,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.184,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.227,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.165,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.237,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.239,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.253,Finalist,2004-2009
Worlds,Womens,60m Hurdles,1,0.166,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.198,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.164,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.229,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.143,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.16,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.265,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.153,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.17,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.125,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.143,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.147,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.141,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.142,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.215,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.166,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.188,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.159,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.243,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.155,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.14,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.19,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.159,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.16,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.203,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.165,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.177,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.183,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.153,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.246,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.161,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.164,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.186,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.152,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.199,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.185,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.145,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.185,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,3,0.141,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.151,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.14,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.157,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.166,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.139,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.155,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.17,Finalist,2004-2009
Worlds,Womens,60m Hurdles,1,0.142,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.179,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.141,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.167,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.154,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.148,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.136,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.168,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.158,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.172,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.164,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.268,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.141,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.14,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.125,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.138,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.169,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.166,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.168,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.167,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.146,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.153,Qualified,2004-2009
Worlds,Womens,60m Hurdles,1,0.148,FastestQualifier,2004-2009
Worlds,Womens,60m Hurdles,1,0.19,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,1,0.147,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.145,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.169,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.147,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.142,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.184,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.132,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.157,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.256,DNF,2004-2009
Worlds,Womens,60m Hurdles,2,0.187,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.164,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.186,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.179,Qualified,2004-2009
Worlds,Womens,60m Hurdles,2,0.147,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.143,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.128,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,2,0.153,Eliminated,2004-2009
Worlds,Womens,60m Hurdles,3,0.138,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.128,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.172,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.144,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.168,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.151,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.188,Finalist,2004-2009
Worlds,Womens,60m Hurdles,3,0.156,Finalist,2004-2009
Worlds,Womens,60m Hurdles,1,0.151,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.152,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.151,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.152,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.159,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.161,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.136,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.145,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.188,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.161,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.149,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.137,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.156,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.167,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.136,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.149,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.151,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.145,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.123,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.163,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.144,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.153,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.167,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.166,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.156,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.127,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.124,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.136,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.167,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.143,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.148,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.162,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.202,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.128,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.169,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.156,DNF,1999-2003
Worlds,Womens,60m Hurdles,2,0.14,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.134,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.185,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.162,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.138,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.13,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.167,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.132,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.167,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,3,0.147,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.149,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.146,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.148,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.173,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.134,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.162,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.145,Finalist,1999-2003
Worlds,Womens,60m Hurdles,1,0.128,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.147,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.155,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.128,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.175,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.155,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.144,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.133,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.127,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.14,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.14,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.14,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.125,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.157,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.125,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.146,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.145,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.165,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.166,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,NA,Disqualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.131,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.144,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.112,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.159,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.301,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.172,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.144,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.155,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.129,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.136,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.143,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.139,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.141,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.124,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.14,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.13,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.143,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.171,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.202,Qualified,1999-2003
Worlds,Womens,60m Hurdles,2,0.139,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.14,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.151,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.217,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,3,0.11,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.164,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.128,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.136,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.125,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.233,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.152,Finalist,1999-2003
Worlds,Womens,60m Hurdles,3,0.163,Finalist,1999-2003
Worlds,Womens,60m Hurdles,1,0.152,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.148,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.126,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.148,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.128,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.141,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.13,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.142,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.128,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.149,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.14,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.145,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.152,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.136,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.125,Qualified,1999-2003
Worlds,Womens,60m Hurdles,1,0.166,FastestQualifier,1999-2003
Worlds,Womens,60m Hurdles,1,0.221,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.173,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,1,0.168,Eliminated,1999-2003
Worlds,Womens,60m Hurdles,2,0.149,Finalist,1999-2003
Worlds,Womens,60m Hurdles,2,0.141,Finalist,1999-2003
Worlds,Womens,60m Hurdles,2,0.125,Finalist,1999-2003
Worlds,Womens,60m Hurdles,2,0.13,Finalist,1999-2003
Worlds,Womens,60m Hurdles,2,0.137,Finalist,1999-2003
Worlds,Womens,60m Hurdles,2,0.126,Finalist,1999-2003
Worlds,Womens,60m Hurdles,2,0.138,Finalist,1999-2003
Worlds,Womens,60m Hurdles,2,0.139,Finalist,1999-2003
Worlds,Womens,100m,1,0.153,Qualified,2010-2014
Worlds,Womens,100m,1,0.176,Qualified,2010-2014
Worlds,Womens,100m,1,0.162,Qualified,2010-2014
Worlds,Womens,100m,1,0.236,FastestQualifier,2010-2014
Worlds,Womens,100m,1,0.149,FastestQualifier,2010-2014
Worlds,Womens,100m,1,0.169,Eliminated,2010-2014
Worlds,Womens,100m,1,0.179,Eliminated,2010-2014
Worlds,Womens,100m,1,0.185,Eliminated,2010-2014
Worlds,Womens,100m,1,0.189,Qualified,2010-2014
Worlds,Womens,100m,1,0.155,Qualified,2010-2014
Worlds,Womens,100m,1,0.136,Qualified,2010-2014
Worlds,Womens,100m,1,0.19,FastestQualifier,2010-2014
Worlds,Womens,100m,1,0.171,Eliminated,2010-2014
Worlds,Womens,100m,1,0.202,Eliminated,2010-2014
Worlds,Womens,100m,1,0.168,Eliminated,2010-2014
Worlds,Womens,100m,1,0.266,Eliminated,2010-2014
Worlds,Womens,100m,1,0.122,Qualified,2010-2014
Worlds,Womens,100m,1,0.163,Qualified,2010-2014
Worlds,Womens,100m,1,0.163,Qualified,2010-2014
Worlds,Womens,100m,1,0.168,FastestQualifier,2010-2014
Worlds,Womens,100m,1,0.15,Eliminated,2010-2014
Worlds,Womens,100m,1,0.211,Eliminated,2010-2014
Worlds,Womens,100m,1,0.233,Eliminated,2010-2014
Worlds,Womens,100m,1,0.293,Eliminated,2010-2014
Worlds,Womens,100m,1,0.159,Qualified,2010-2014
Worlds,Womens,100m,1,0.155,Qualified,2010-2014
Worlds,Womens,100m,1,0.183,Qualified,2010-2014
Worlds,Womens,100m,1,0.176,FastestQualifier,2010-2014
Worlds,Womens,100m,1,0.191,FastestQualifier,2010-2014
Worlds,Womens,100m,1,0.18,Eliminated,2010-2014
Worlds,Womens,100m,1,0.22,Eliminated,2010-2014
Worlds,Womens,100m,1,0.173,Qualified,2010-2014
Worlds,Womens,100m,1,0.149,Qualified,2010-2014
Worlds,Womens,100m,1,0.163,Qualified,2010-2014
Worlds,Womens,100m,1,0.158,Eliminated,2010-2014
Worlds,Womens,100m,1,0.214,Eliminated,2010-2014
Worlds,Womens,100m,1,0.201,Eliminated,2010-2014
Worlds,Womens,100m,1,0.244,Eliminated,2010-2014
Worlds,Womens,100m,1,0.264,Qualified,2010-2014
Worlds,Womens,100m,1,0.217,Qualified,2010-2014
Worlds,Womens,100m,1,0.148,Qualified,2010-2014
Worlds,Womens,100m,1,0.283,Eliminated,2010-2014
Worlds,Womens,100m,1,0.233,Eliminated,2010-2014
Worlds,Womens,100m,1,0.175,Eliminated,2010-2014
Worlds,Womens,100m,1,0.183,Eliminated,2010-2014
Worlds,Womens,100m,1,NA,DNS,2010-2014
Worlds,Womens,100m,2,0.181,Qualified,2010-2014
Worlds,Womens,100m,2,0.171,Qualified,2010-2014
Worlds,Womens,100m,2,0.144,Eliminated,2010-2014
Worlds,Womens,100m,2,0.237,Eliminated,2010-2014
Worlds,Womens,100m,2,0.164,Eliminated,2010-2014
Worlds,Womens,100m,2,0.202,Eliminated,2010-2014
Worlds,Womens,100m,2,0.138,Eliminated,2010-2014
Worlds,Womens,100m,2,0.137,Eliminated,2010-2014
Worlds,Womens,100m,2,0.175,Qualified,2010-2014
